Unnamed: 0,id,number,name,japanese_name,type1,type2,joined,favorite,classification,weight_kg,weight_lbs,height_m,height_ft,md_ability,md_evolution_chain,md_body_size,md_friend_area,md_get_rate,md_location,rg_browser_no,rg_location,rg_pkmn_assist,rg_type_group,rg_field_ability,tz_get_rate,tz_location,evo1,evo1how,evo2,evo2how,evo3,md_base_exp,md_base_stats,md_gummies,md_levelup_stats,md_recruit_min_level,md_location_big,md_quotes
347,id_348,#348,Armaldo,Armaldoアーマルド,rock,bug,False,False,Plate Pokémon,68.2 kg,150.4 lbs,1.5 m,4'11,Battle Armor,347 --> Lv. 40 --> 348,*,Treasure Sea,-,Evolve Anorith,R---,Armaldo is not in Pokémon Ranger,-,-,-,Rare,Endless Level 18 Pair Trozei Forever Level 67 Mr. Who's Den,Anorith,Lv. 40,Armaldo,,,120,15/15/15/15,"Grey (11), Green (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 50, 15, 15, 15, 15, 0], [10, 76, 33, 33, 33, 32, 13200], [20, 106, 53, 41, 52, 35, 72200], [30, 134, 59, 44, 55, 39, 235400], [40, 142, 64, 48, 59, 43, 535400], [50, 147, 69, 58, 69, 53, 835400], [60, 152, 74, 67, 79, 62, 1135400], [70, 162, 75, 67, 88, 62, 1435400], [80, 172, 84, 67, 89, 62, 1735400], [90, 182, 85, 67, 99, 62, 2035400], [100, 192, 95, 67, 109, 62, 2335400]]",[-/-],Evolves From: Anorith at L40---,Normal:   I offer a good balance of offense and defense!---50% HP:   I don't like this. What's left of my health is half...---25% HP:   I can't put up with this... My claws are cracking...---Lvl Up:   Leveled up! Let me at my foes so I can skewer them!---
348,id_349,#349,Feebas,Hinbassヒンバス,water,,False,False,Fish Pokémon,7.4 kg,16.3 lbs,0.6 m,2'00,Swift Swim,349 --> Beautiful Scarf --> 350,*,Waterfall Lake,9.2 %,"Waterfall Pond 16F-19F, (Red Only)",R---,Feebas is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 15 Endless Level 17 Forever Level 13 Mr. Who's Den,Feebas,Beautiful Scarf,Milotic,,,21,8/8/8/8,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 20, 8, 8, 8, 8, 0], [10, 25, 12, 11, 11, 11, 67800], [20, 30, 17, 15, 14, 14, 312000], [30, 35, 22, 18, 17, 18, 612000], [40, 40, 27, 21, 21, 21, 912000], [50, 45, 32, 25, 24, 24, 1212000], [60, 50, 37, 28, 28, 27, 1512000], [70, 60, 38, 28, 37, 27, 1812000], [80, 70, 47, 28, 38, 27, 2112000], [90, 80, 48, 28, 48, 27, 2412000], [100, 90, 58, 28, 58, 27, 2712000]]",[L 1/L 1],"Recruit at:   L 5 in Waterfall Pond (Floors 16-19)---This Pokemon is a Red Rescue Team exclusive, and cannot be found in---Blue Rescue Team until a quest containing this Pokemon has been---transferred and completed.---","Normal:   Do you know what it feels like to be ignored by everyone?---50% HP:   I'm worried. My health has gone down to half.---25% HP:   I'm done for... I tried so hard, even though I look shabby...---Lvl Up:   I've leveled up. Does it make me look less shabby?---"
349,id_350,#350,Milotic,Milokarossミロカロス,water,,False,False,Tender Pokémon,162.0 kg,357.1 lbs,6.2 m,20'04,Marvel Scale,349 --> Beautiful Scarf --> 350,****,Waterfall Lake,-,Evolve Feebas,R---,Milotic is not in Pokémon Ranger,-,-,-,Rare,Endless Level 71 Pair Trozei Forever Level 21 Mr. Who's Den,Feebas,Beautiful Scarf,Milotic,,,222,25/20/25/20,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 60, 25, 20, 25, 20, 0], [10, 105, 45, 26, 42, 26, 67800], [20, 150, 50, 30, 50, 30, 312000], [30, 160, 54, 34, 54, 34, 612000], [40, 170, 64, 44, 64, 44, 912000], [50, 180, 74, 54, 74, 54, 1212000], [60, 190, 83, 63, 84, 63, 1512000], [70, 200, 84, 63, 93, 63, 1812000], [80, 210, 93, 63, 94, 63, 2112000], [90, 220, 94, 63, 104, 63, 2412000], [100, 230, 104, 63, 114, 63, 2712000]]",[-/-],"Evolves From: Feebas at L 1 using Beauty Scarf---This Pokemon is a Red Rescue Team exclusive, and cannot be found in---Blue Rescue Team until a quest containing this Pokemon has been---transferred and completed.---",Normal:   Everyone seems to find my appearance captivating.---50% HP:   Oh-oh... Only half my HP remains...---25% HP:   I'm near fainting... I hope I faint while I still look good...---Lvl Up:   I've leveled up. It seems to have enhanced my beauty!---
350,id_351,#351,Castform,Powalenポワルン,normal,,False,False,Weather Pokémon,0.8 kg,1.8 lbs,0.3 m,1'04,Forecast,No Evolution,*,Thunder Meadow,7.4 %,Mt. Faraway 20F-29F,R---,Castform is not in Pokémon Ranger,-,-,-,Normal,Huge Storage 5 Mr. Who's Den,No Evolution,,,,,200,8/8/8/8,White (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 35, 8, 8, 8, 8, 0], [10, 62, 26, 26, 26, 26, 29800], [20, 72, 36, 36, 36, 36, 97200], [30, 82, 46, 46, 46, 46, 179200], [40, 92, 51, 49, 50, 49, 261200], [50, 102, 56, 53, 53, 52, 357600], [60, 107, 61, 56, 57, 55, 587600], [70, 117, 62, 56, 66, 55, 987600], [80, 127, 71, 56, 67, 55, 1387600], [90, 137, 72, 56, 77, 55, 1787600], [100, 147, 82, 56, 87, 55, 2187600]]",[L 1/L 1],Recruit at:   L50 in Mt. Faraway (Floors 20-29)---,Normal:   My appearance changes with the power of nature.---50% HP:   My health is down to half already...---25% HP:   I'm helpless... I have almost no power left...---Lvl Up:   Yay! I leveled up!---
351,id_352,#352,Kecleon,Kakureonカクレオン,normal,,False,False,Color Swap Pokémon,22.0 kg,48.5 lbs,1.0 m,3'03,Color Change,No Evolution,*,Overgrown Forest,-33.9 %,Shops in Any Dungeon,R-104,Between Fall City and Night Duty Factory (invisible),Normal,None,None,Rare,Huge Storage 3 Trozei Battle Mr. Who's Den,No Evolution,,,,,1,15/15/15/15,White (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 50, 15, 15, 15, 15, 0], [10, 72, 33, 33, 33, 33, 1390], [20, 97, 53, 48, 53, 48, 40990], [30, 127, 63, 58, 63, 58, 122190], [40, 145, 70, 65, 69, 64, 385190], [50, 155, 75, 70, 74, 69, 685190], [60, 165, 83, 77, 76, 71, 1285190], [70, 175, 86, 77, 83, 71, 1885190], [80, 185, 93, 77, 86, 71, 2485190], [90, 195, 96, 77, 93, 71, 3085190], [100, 205, 103, 77, 103, 71, 3685190]]",[-/L90],Recruit at:   L90 in any Shop---,"Normal:   What color do you like? I can change into it!---50% HP:   Huh? Well, now, my HP's half gone!---25% HP:   Sorry, I'm about done. I can't begin to change color anymore...---Lvl Up:   Leveled up! We're in business now!---"
352,id_353,#353,Shuppet,Kagebouzuカゲボウズ,ghost,,False,False,Puppet Pokémon,2.3 kg,5.1 lbs,0.6 m,2'00,Insomnia,353 --> Lv. 37 --> 354,*,Darkness Ridge,8 %,"Sky Tower 1F-6F, Wish Cave 81F-84F, Murky Cave 10F-14F, Darknight Relic 1F-5F, Joyous Tower 70F-75F",R---,Shuppet is not in Pokémon Ranger,-,-,-,Normal,Endless Level 31 Endless Level 50 Forever Level 7 Mr. Who's Den,Shuppet,Lv. 37,Banette,,,60,15/15/15/15,Purple (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 46, 15, 15, 15, 15, 0], [10, 64, 22, 20, 22, 20, 23400], [20, 84, 32, 25, 32, 25, 65400], [30, 102, 47, 35, 47, 35, 213600], [40, 112, 56, 41, 57, 42, 513600], [50, 117, 61, 46, 62, 47, 813600], [60, 122, 66, 51, 67, 51, 1113600], [70, 132, 67, 51, 76, 51, 1413600], [80, 142, 76, 51, 77, 51, 1713600], [90, 152, 77, 51, 87, 51, 2013600], [100, 162, 87, 51, 97, 51, 2313600]]",[L 1/L 1],Recruit at:   L28 in Sky Tower (Floors  1- 6)---L28 in Wish Cave (Floors 81-84)---L28 in Murky Cave (Floors 10-14)---L28 in Darknight Relic (Floors  1- 5)---L28 in Joyous Tower (Floors 70-75)---,Normal:   This horn senses dark feelings like vengeance and envy!---50% HP:   Hmmm... I have only half my HP left...---25% HP:   I've had it... I might fade with my grudge intact...---Lvl Up:   Leveled up! I need more dark energy of vengeance and envy!---
353,id_354,#354,Banette,Juppetaジュペッタ,ghost,,False,False,Marionette Pokémon,12.5 kg,27.6 lbs,1.1 m,3'07,Insomnia,353 --> Lv. 37 --> 354,*,Darkness Ridge,-,Evolve Shuppet,R---,Banette is not in Pokémon Ranger,-,-,-,Rare,Endless Level 16 Pair Trozei Forever Level 65 Mr. Who's Den,Shuppet,Lv. 37,Banette,,,105,15/15/15/15,Purple (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 50, 15, 15, 15, 15, 0], [10, 68, 22, 20, 22, 20, 23400], [20, 95, 32, 25, 34, 25, 65400], [30, 125, 55, 42, 56, 43, 213600], [40, 135, 64, 48, 66, 50, 513600], [50, 140, 69, 53, 71, 55, 813600], [60, 145, 74, 58, 76, 59, 1113600], [70, 155, 75, 58, 85, 59, 1413600], [80, 165, 84, 58, 86, 59, 1713600], [90, 175, 85, 58, 96, 59, 2013600], [100, 185, 95, 58, 106, 59, 2313600]]",[-/-],Evolves From: Shuppet at L37---,Normal:   I'm driven by the power of an unresolved grudge!---50% HP:   Moan... Already my HP is half gone...---25% HP:   It's no good... My grudge can't sustain itself...---Lvl Up:   Leveled up... I can feel my grudge building...---
354,id_355,#355,Duskull,Yomawaruヨマワル,ghost,,False,False,Requiem Pokémon,15.0 kg,33.1 lbs,0.8 m,2'07,Levitate,355 --> Lv. 37 --> 356,*,Darkness Ridge,7.5 %,"Sky Tower 7F-14F, Darknight Relic 11F-15F",R---,Duskull is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 17 Endless Level 38 Forever Level 4 Mr. Who's Den,Duskull,Lv. 37,Dusclops,,,55,19/17/21/17,Purple (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 31, 19, 17, 21, 17, 0], [10, 49, 26, 22, 28, 22, 14300], [20, 63, 36, 27, 38, 27, 52900], [30, 85, 47, 35, 49, 35, 123100], [40, 127, 56, 43, 59, 44, 418100], [50, 132, 61, 48, 64, 49, 718100], [60, 137, 66, 53, 69, 53, 1018100], [70, 147, 67, 53, 78, 53, 1318100], [80, 157, 76, 53, 79, 53, 1618100], [90, 167, 77, 53, 89, 53, 1918100], [100, 177, 87, 53, 99, 53, 2218100]]",[L 1/L 1],Recruit at:   L27 in Sky Tower (Floors  7-14)---L35 in Darknight Relic (Floors 11-15)---,"Normal:   Walls don't mean much to me!---50% HP:   No, no, no... My health has fallen by half...---25% HP:   I'm close to falling... My body has started to fade...---Lvl Up:   Fufufu... I seem to have leveled!---"
355,id_356,#356,Dusclops,Samayouruサマヨール,ghost,,False,False,Beckon Pokémon,30.6 kg,67.5 lbs,1.6 m,5'03,Pressure,355 --> Lv. 37 --> 356,*,Darkness Ridge,-,Evolve Duskull,R-171,Panulla Cave,Ghost,None,Ghost,Rare,Endless Level 65 Pair Trozei Forever Level 15 Mr. Who's Den,Duskull,Lv. 37,Dusclops,,,75,20/18/22/18,Purple (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 40, 20, 18, 22, 18, 0], [10, 58, 27, 23, 29, 23, 14300], [20, 72, 37, 28, 39, 28, 52900], [30, 106, 51, 38, 53, 38, 123100], [40, 130, 60, 44, 63, 45, 418100], [50, 135, 65, 49, 68, 50, 718100], [60, 140, 70, 54, 73, 54, 1018100], [70, 150, 71, 54, 82, 54, 1318100], [80, 160, 80, 54, 83, 54, 1618100], [90, 170, 81, 54, 93, 54, 1918100], [100, 180, 91, 54, 103, 54, 2218100]]",[-/-],Evolves From: Duskull at L37---,Normal:   My mouth draws in anything! It's the gateway to terror!---50% HP:   My health has slipped to half already...---25% HP:   I am all but finished... I have no power to draw anything in...---Lvl Up:   I've leveled up! I'll keep drawing foes in!---
356,id_357,#357,Tropius,Tropiusトロピウス,grass,flying,False,False,Fruit Pokémon,100.0 kg,220.5 lbs,2.0 m,6'07,Chlorophyll,No Evolution,*,Jungle,7.6 %,"Sky Tower 22F-25F, Sky Tower Top 1F-8F, Lightning Field 20F-29F, Joyous Tower 86F-91F",R---,Tropius is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 16 Endless Level 21 Pair Trozei Mr. Who's Den,No Evolution,,,,,100,22/20/23/20,"Grass (9), Sky (11)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 42, 22, 20, 23, 20, 0], [10, 60, 29, 25, 30, 25, 14900], [20, 80, 39, 30, 40, 30, 53500], [30, 115, 54, 42, 54, 43, 123700], [40, 145, 63, 48, 64, 50, 423700], [50, 150, 68, 53, 69, 55, 723700], [60, 155, 73, 58, 74, 59, 1023700], [70, 165, 74, 58, 83, 59, 1323700], [80, 175, 83, 58, 84, 59, 1623700], [90, 185, 84, 58, 94, 59, 1923700], [100, 195, 94, 58, 104, 59, 2223700]]",[L 1/L 1],Recruit at:   L27 in Sky Tower (Floors 22-25)---L27 in Sky Tower Summit (Floors  1- 8)---L35 in Lightning Field (Floors 20-29)---L30 in Joyous Tower (Floors 86-91)---,"Normal:   That's not my beard! They're fruits!---50% HP:   My HP has dropped to about half.---25% HP:   I'm beat... My head feels too heavy to lift...---Lvl Up:   I leveled up! It made my fruits sweeter, too!---"
357,id_358,#358,Chimecho,Chireanチリーン,psychic,,False,False,Wind Chime Pokémon,1.0 kg,2.2 lbs,0.6 m,2'00,Levitate,No Evolution,*,Thunder Meadow,6.9 %,"Mt. Freeze 7F-12F, Solar Cave 12F-17F",R---,Chimecho is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 16 Endless Level 2 Pair Trozei Mr. Who's Den,No Evolution,,,,,20,16/4/16/4,Gold (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 58, 16, 4, 16, 4, 0], [10, 76, 23, 9, 23, 9, 23800], [20, 96, 33, 14, 33, 14, 63800], [30, 105, 45, 35, 45, 35, 131000], [40, 125, 54, 41, 55, 42, 276000], [50, 130, 59, 46, 60, 47, 524000], [60, 135, 64, 51, 65, 51, 824000], [70, 145, 65, 51, 74, 51, 1124000], [80, 155, 74, 51, 75, 51, 1424000], [90, 165, 75, 51, 85, 51, 1724000], [100, 175, 85, 51, 95, 51, 2024000]]",[L 1/L 1],Recruit at:   L22 in Mt. Freeze (Floors  7-12)---L30 in Solar Cave (Floors 12-17)---,"Normal:   Blown by summer breezes, I chime into song!---50% HP:   Oh, no! I have only half my HP remaining!---25% HP:   I'm exhausted... All I can do is sway in the breeze...---Lvl Up:   I've leveled up! Let me peal in joy!---"
358,id_359,#359,Absol,Absolアブソル,dark,,False,False,Disaster Pokémon,47.0 kg,103.6 lbs,1.2 m,3'11,Pressure,No Evolution,*,Mt. Cleft,6.8 %,"End of Frosty Forest Northwind Field 28F-29F, Western Cave 40F-49F",R-200,Panulla Cave (requires Burn x 3),Dark,Cut x 3,Dark,Rare,Endless Level 58 Pair Trozei Forever Level 8 Mr. Who's Den,No Evolution,,,,,200,16/21/15/22,Black (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 61, 16, 21, 15, 22, 0], [10, 70, 23, 26, 22, 27, 13000], [20, 80, 33, 31, 32, 32, 43000], [30, 108, 43, 37, 42, 36, 160000], [40, 138, 62, 42, 61, 43, 440000], [50, 155, 67, 47, 66, 48, 740000], [60, 165, 72, 52, 71, 52, 1340000], [70, 175, 73, 52, 80, 52, 1940000], [80, 185, 82, 52, 81, 52, 2540000], [90, 195, 83, 52, 91, 52, 3140000], [100, 205, 93, 52, 101, 52, 3740000]]",[L 1/L 1],Recruit at:   L45 in Northwind Field (Floors 28-29)---L45 in Western Cave (Floors 40-49)---An Absol will also ask to join after your first completion of the---Frosty Forest dungeon.---,Normal:   I'm here to fight off natural disasters!---50% HP:   I feel weak... My remaining HP is just half...---25% HP:   I fear the worst... I cannot prevail against disasters...---Lvl Up:   I've leveled up! I feel empowered to fight disasters!---
359,id_360,#360,Wynaut,Sohnanoソーナノ,psychic,,False,False,Bright Pokémon,14.0 kg,30.9 lbs,0.6 m,2'00,Shadow Tag,360 --> Lv. 15 --> 202,*,Echo Cave,9.6 %,"Buried Relic 1F-4F, Solar Cave 1F-3F",R---,Wynaut is not in Pokémon Ranger,-,-,-,Rare,Endless Level 11 Pair Trozei Forever Level 60 Mr. Who's Den,Wynaut,Lv. 15,Wobbuffet,,,25,4/4/4/4,Gold (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 11, 4, 4, 4, 4, 0], [10, 47, 22, 21, 22, 22, 5775], [20, 80, 40, 25, 40, 25, 66000], [30, 85, 45, 28, 43, 29, 226000], [40, 90, 50, 31, 47, 32, 426000], [50, 95, 55, 35, 50, 35, 726000], [60, 100, 60, 38, 54, 38, 1026000], [70, 110, 61, 38, 63, 38, 1326000], [80, 120, 70, 38, 64, 38, 1626000], [90, 130, 71, 38, 74, 38, 2226000], [100, 140, 81, 38, 84, 38, 2826000]]",[L 1/L 1],Recruit at:   L20 in Buried Relic (Floors  1- 4)---L20 in Solar Cave (Floors  1- 3)---,Normal:   Wynaut likes to be with friends!---50% HP:   Wynaut has only half HP left.---25% HP:   Wynaut has no power...---Lvl Up:   Wynaut leveled up!---
360,id_361,#361,Snorunt,Yukiwarashiユキワラシ,ice,,False,False,Snow Hat Pokémon,16.8 kg,37.0 lbs,0.7 m,2'04,Inner Focus,361 --> Lv. 42 --> 362,*,Frigid Cavern,7.5 %,"Frosty Forest 8F-9F, Mt. Faraway 1F-11F, Joyous Tower 50F-57F, Oddity Cave B14-B15",R-175,,Ice,Break,Ice,Normal,Secret Storage 8 Secret Storage 15 Endless Level 52 Mr. Who's Den,Snorunt,Lv. 42,Glalie,,,50,4/13/4/13,Clear (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 32, 4, 13, 4, 13, 0], [10, 50, 18, 18, 18, 18, 9000], [20, 70, 38, 23, 38, 23, 46400], [30, 80, 48, 27, 48, 27, 127600], [40, 90, 57, 33, 58, 34, 400600], [50, 95, 62, 38, 63, 39, 700600], [60, 100, 67, 43, 68, 43, 1000600], [70, 110, 68, 43, 77, 43, 1300600], [80, 120, 77, 43, 78, 43, 1600600], [90, 130, 78, 43, 88, 43, 1900600], [100, 140, 88, 43, 98, 43, 2200600]]",[L 1/L 1],Recruit at:   L20 in Frosty Forest (Floors  8- 9)---L20 in Mt. Faraway (Floors  1-11)---L20 in Joyous Tower (Floors 50-57)---,"Normal:   Did you know? You can grow rich by being with me.---50% HP:   Oh, please! My health is half gone already?---25% HP:   I'm sorry... I can take cold, but not this...---Lvl Up:   I leveled up! I wonder if you'll get richer?---"
361,id_362,#362,Glalie,Onigohriオニゴーリ,ice,,False,False,Face Pokémon,256.5 kg,565.5 lbs,1.5 m,4'11,Inner Focus,361 --> Lv. 42 --> 362,*,Frigid Cavern,-,Evolve Snorunt,R-176,Panulla Cave,Ice,None,Ice,Rare,Secret Storage 19 Trozei Battle Mr. Who's Den,Snorunt,Lv. 42,Glalie,,,80,14/16/14/16,Clear (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 37, 14, 16, 14, 16, 0], [10, 55, 28, 21, 28, 21, 9000], [20, 75, 38, 26, 38, 26, 46400], [30, 105, 48, 36, 48, 36, 127600], [40, 135, 57, 42, 58, 43, 400600], [50, 154, 62, 47, 63, 48, 700600], [60, 159, 67, 52, 68, 52, 1000600], [70, 169, 68, 52, 77, 52, 1300600], [80, 179, 77, 52, 78, 52, 1600600], [90, 189, 78, 52, 88, 52, 1900600], [100, 199, 88, 52, 98, 52, 2200600]]",[-/-],Evolves From: Snorunt at L42---,"Normal:   The ice forming my body can't be melted, even by fire!---50% HP:   Hmm... It appears as if I've already frittered away half my HP.---25% HP:   This is my final act... My ice body has begun to melt...---Lvl Up:   Leveled up! Let me freeze them all!---"
362,id_363,#363,Spheal,Tamazarashiタマザラシ,ice,water,False,False,Clap Pokémon,39.5 kg,87.1 lbs,0.8 m,2'07,Thick Fat,363 --> Lv. 32 --> 364 --> Lv. 44 --> 365,*,Ice Floe Beach,8.8 %,"Stormy Sea 15F-24F, Silver Trench 10F-19F, Far-Off Sea 10F-19F, Marvelous Sea B10-B19, Fantasy Strait B10-B19",R---,Spheal is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 8 Secret Storage 19 Endless Level 16 Mr. Who's Den,Spheal,Lv. 32,Sealeo,Lv. 44,Walrein,78,15/13/15/13,"Clear (9), Blue (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 40, 15, 13, 15, 13, 0], [10, 76, 38, 28, 41, 28, 31740], [20, 122, 58, 38, 58, 38, 185940], [30, 138, 68, 48, 68, 48, 485940], [40, 143, 73, 51, 72, 51, 785940], [50, 148, 78, 55, 75, 54, 1085940], [60, 153, 83, 58, 79, 57, 1385940], [70, 158, 84, 58, 88, 57, 1685940], [80, 163, 93, 58, 89, 57, 1985940], [90, 168, 94, 58, 99, 57, 2285940], [100, 173, 104, 58, 109, 57, 2585940]]",[L 1/L 1],Recruit at:   L18 in Stormy Sea (Floors 15-24)---L18 in Silver Trench (Floors 10-19)---L22 in Far-off Sea (Floors 10-19)---,Normal:   My fur is thick and fluffy so I don't feel cold.---50% HP:   My health has gone down halfway already...---25% HP:   I'm sorry... I don't think I can even roll anymore...---Lvl Up:   Yippee! I leveled up! My fur coat feels even more luxurious!---
363,id_364,#364,Sealeo,Todogglerトドグラー,ice,water,False,False,Ball Roll Pokémon,87.6 kg,193.1 lbs,1.1 m,3'07,Thick Fat,363 --> Lv. 32 --> 364 --> Lv. 44 --> 365,*,Ice Floe Beach,-19 %,"Stormy Sea 34F-39F, Silver Trench 26F-33F, Far-Off Sea 35F-44F",R---,Sealeo is not in Pokémon Ranger,-,-,-,Rare,Endless Level 12 Endless Level 29 Forever Level 61 Mr. Who's Den,Spheal,Lv. 32,Sealeo,Lv. 44,Walrein,103,16/14/16/14,"Clear (9), Blue (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 45, 16, 14, 16, 14, 0], [10, 80, 30, 23, 25, 23, 11000], [20, 130, 50, 33, 50, 37, 153000], [30, 156, 68, 51, 68, 51, 453000], [40, 166, 73, 54, 72, 54, 753000], [50, 176, 78, 58, 75, 57, 1184072], [60, 181, 83, 61, 79, 60, 1353000], [70, 186, 84, 61, 88, 60, 1653000], [80, 191, 93, 61, 89, 60, 1953000], [90, 196, 94, 61, 99, 60, 2253000], [100, 206, 104, 61, 109, 60, 2553000]]",[L90/L50],Evolves From: Spheal at L32---Recruit at:   L22 in Stormy Sea (Floors 34-39)---L22 in Silver Trench (Floors 26-33)---L24 in Far-off Sea (Floors 35-44)---,"Normal:   Do you have something for me to roll on my nose? I so want to!---50% HP:   Now, hold on. My HP is in half. Better be careful.---25% HP:   I'm quite finished... I want to balance something on my nose,---but I'm out of strength for even that.---Lvl Up:   I've leveled up! I'll twirl more things on my nose!---"
364,id_365,#365,Walrein,Todoserugaトドゼルガ,ice,water,False,False,Ice Break Pokémon,150.6 kg,332.0 lbs,1.4 m,4'07,Thick Fat,363 --> Lv. 32 --> 364 --> Lv. 44 --> 365,*,Ice Floe Beach,-,Evolve Sealeo,R---,Walrein is not in Pokémon Ranger,-,-,-,Rare,Endless Level 21 Pair Trozei Forever Level 70 Mr. Who's Den,Spheal,Lv. 32,Sealeo,Lv. 44,Walrein,130,17/15/17/15,"Clear (9), Blue (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 50, 17, 15, 17, 15, 0], [10, 65, 26, 24, 26, 24, 12600], [20, 115, 42, 40, 46, 40, 59400], [30, 157, 65, 53, 67, 53, 303600], [40, 167, 70, 56, 71, 56, 603600], [50, 177, 75, 60, 74, 59, 903600], [60, 182, 80, 63, 78, 62, 1203600], [70, 192, 81, 63, 87, 62, 1503600], [80, 202, 90, 63, 88, 62, 1803600], [90, 212, 91, 63, 98, 62, 2103600], [100, 222, 101, 63, 108, 62, 2403600]]",[-/-],Evolves From: Sealeo at L44---,Normal:   I rode out on ice floes!---50% HP:   Watch it! My HP's been cut in half!---25% HP:   I've had it... My tusks have chipped...---Lvl Up:   There! I've gained my level! My tusks have turned more rigid!---
365,id_366,#366,Clamperl,Pearluluパールル,water,,False,False,Bivalve Pokémon,52.5 kg,115.7 lbs,0.4 m,1'04,Shell Armor,366 --> Link Cable + Deep Sea Tooth --> 367 -->  -->  --> (2 rows 3 cols) --> Link Cable + Deep Sea Scale --> 368,*,Deep-Sea Floor,8.5 %,"Silver Trench 65F-79F, Far-Off Sea 65F-75F",R---,Clamperl is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 18 Endless Level 12 Trozei Battle Mr. Who's Den,No Evolution,,,,,70,10/13/12/13,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 35, 10, 13, 12, 13, 0], [10, 40, 14, 16, 15, 16, 9600], [20, 60, 19, 20, 18, 19, 99350], [30, 110, 27, 30, 35, 30, 392350], [40, 138, 52, 46, 52, 47, 692350], [50, 143, 57, 50, 55, 50, 992350], [60, 148, 62, 53, 59, 53, 1292350], [70, 158, 63, 53, 68, 53, 1592350], [80, 168, 72, 53, 69, 53, 1892350], [90, 178, 73, 53, 79, 53, 2192350], [100, 188, 83, 53, 89, 53, 2492350]]",[L 1/L 1],Recruit at:   L35 in Silver Trench (Floors 65-79)---L35 in Far-off Sea (Floors 65-75)---,"Normal:   In my lifetime, I can make one pearl, and that's it!---50% HP:   My health has dipped to approximately halfway down.---25% HP:   I can't go on... Please save my pearl at least...---Lvl Up:   All right! I gained a level! My pearl is growing bigger!---"
366,id_367,#367,Huntail,Huntailハンテール,water,,False,False,Deep Sea Pokémon,27.0 kg,59.5 lbs,1.7 m,5'07,Swift Swim,366 --> Link Cable + Deep Sea Tooth --> 367,*,Deep-Sea Floor,-,Evolve Clamperl,R---,Huntail is not in Pokémon Ranger,-,-,-,Rare,Endless Level 55 Pair Trozei Forever Level 5 Mr. Who's Den,Clamperl,Link Cable + Deep Sea Tooth,Huntail,,,105,12/14/13/14,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 40, 12, 14, 13, 14, 0], [10, 49, 21, 23, 22, 23, 4260], [20, 95, 31, 33, 32, 33, 58200], [30, 145, 61, 48, 62, 46, 302400], [40, 155, 66, 51, 66, 49, 602400], [50, 165, 71, 55, 69, 52, 902400], [60, 170, 76, 58, 73, 55, 1202400], [70, 180, 77, 58, 82, 55, 1502400], [80, 190, 86, 58, 83, 55, 1802400], [90, 200, 87, 58, 93, 55, 2102400], [100, 210, 97, 58, 103, 55, 2402400]]",[-/-],Evolves From: Clamperl using Deepseatooth and Link Cable---,"Normal:   I like the bottom of the sea where it's dark and relaxing.---50% HP:   Darn... Only half my HP's still left.---25% HP:   My time's up... Even my taillight's fading...---Lvl Up:   I leveled up! I wish it were darker, though...---"
